ANIO;MES;DIA;HORA;PROVINCIA;CANTÓN;ZONA;CLASE;CAUSA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS
2021;ENERO;VIERNES;00:00 A 00:59;TUNGURAHUA;AMBATO;RURAL;CHOQUES;EMBRIAGUEZ O DROGA;0;0;0
2021;ENERO;VIERNES;00:00 A 00:59;CHIMBORAZO;RIOBAMBA;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;00:00 A 00:59;GUAYAS;GUAYAQUIL;URBANA;ATROPELLOS;EXCESO VELOCIDAD;0;2;2
2021;ENERO;VIERNES;00:00 A 00:59;LOS RÍOS;PUEBLOVIEJO;RURAL;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;01:00 A 01:59;GUAYAS;NARANJAL;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;2;2
2021;ENERO;VIERNES;01:00 A 01:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;01:00 A 01:59;GUAYAS;LOMAS DE SARGENTILLO;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;02:00 A 02:59;CHIMBORAZO;RIOBAMBA;RURAL;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;02:00 A 02:59;PICHINCHA;MEJIA;RURAL;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;03:00 A 03:59;PICHINCHA;QUITO;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;03:00 A 03:59;LOS RÍOS;QUEVEDO;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;2;2
2021;ENERO;VIERNES;04:00 A 04:59;COTOPAXI;LA MANA;RURAL;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN;1;0;1
2021;ENERO;VIERNES;04:00 A 04:59;PICHINCHA;QUITO;RURAL;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;1;1;2
2021;ENERO;VIERNES;04:00 A 04:59;MORONA SANTIAGO;SUCUA;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;1;1;2
2021;ENERO;VIERNES;04:00 A 04:59;ORELLANA;ORELLANA;RURAL;CHOQUES;FACTORES CLIMÁTICOS;1;1;2
2021;ENERO;VIERNES;04:00 A 04:59;GUAYAS;GUAYAQUIL;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;1;1
2021;ENERO;VIERNES;04:00 A 04:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;05:00 A 05:59;MANABÍ;SUCRE;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;05:00 A 05:59;COTOPAXI;LATACUNGA;RURAL;CHOQUES;OTRAS CAUSAS;1;1;2
2021;ENERO;VIERNES;05:00 A 05:59;PICHINCHA;QUITO;URBANA;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;05:00 A 05:59;GUAYAS;GUAYAQUIL;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;05:00 A 05:59;AZUAY;CUENCA;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;05:00 A 05:59;MANABÍ;MANTA;RURAL;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;05:00 A 05:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;06:00 A 06:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;06:00 A 06:59;GUAYAS;DAULE;URBANA;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;06:00 A 06:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;1;0;1
2021;ENERO;VIERNES;06:00 A 06:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;1;1
2021;ENERO;VIERNES;06:00 A 06:59;PICHINCHA;QUITO;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;06:00 A 06:59;PICHINCHA;QUITO;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;06:00 A 06:59;LOS RÍOS;BABAHOYO;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;06:00 A 06:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;06:00 A 06:59;EL ORO;MACHALA;URBANA;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;0;0
2021;ENERO;VIERNES;07:00 A 07:59;TUNGURAHUA;AMBATO;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;07:00 A 07:59;GUAYAS;PEDRO CARBO;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;07:00 A 07:59;PICHINCHA;QUITO;URBANA;VOLCAMIENTOS;MAL ESTADO DE LA VÍA;0;2;2
2021;ENERO;VIERNES;07:00 A 07:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA;0;0;0
2021;ENERO;VIERNES;07:00 A 07:59;GUAYAS;GUAYAQUIL;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;07:00 A 07:59;MANABÍ;MONTECRISTI;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;2;2
2021;ENERO;VIERNES;07:00 A 07:59;MORONA SANTIAGO;GUALAQUIZA;RURAL;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;2;2
2021;ENERO;VIERNES;07:00 A 07:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;ROZAMIENTOS;FACTORES CLIMÁTICOS;0;0;0
2021;ENERO;VIERNES;07:00 A 07:59;GUAYAS;EL EMPALME;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;07:00 A 07:59;PICHINCHA;QUITO;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;1;1
2021;ENERO;VIERNES;08:00 A 08:59;ZAMORA CHINCHIPE;YANTZAZA;URBANA;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;08:00 A 08:59;PICHINCHA;QUITO;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;08:00 A 08:59;GUAYAS;ISIDRO AYORA;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;08:00 A 08:59;MORONA SANTIAGO;MORONA;URBANA;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;08:00 A 08:59;AZUAY;CUENCA;URBANA;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN;0;1;1
2021;ENERO;VIERNES;09:00 A 09:59;BOLÍVAR;LAS NAVES;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;1;0;1
2021;ENERO;VIERNES;09:00 A 09:59;EL ORO;MACHALA;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;09:00 A 09:59;PICHINCHA;CAYAMBE;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;1;1;2
2021;ENERO;VIERNES;09:00 A 09:59;CHIMBORAZO;RIOBAMBA;RURAL;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;09:00 A 09:59;LOS RÍOS;MONTALVO;RURAL;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;1;0;1
2021;ENERO;VIERNES;09:00 A 09:59;GUAYAS;GUAYAQUIL;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;0;0
2021;ENERO;VIERNES;10:00 A 10:59;AZUAY;SANTA ISABEL;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;10:00 A 10:59;ORELLANA;LORETO;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;1;0;1
2021;ENERO;VIERNES;10:00 A 10:59;GUAYAS;DURAN;RURAL;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;10:00 A 10:59;PICHINCHA;QUITO;URBANA;CHOQUES;EMBRIAGUEZ O DROGA;1;4;5
2021;ENERO;VIERNES;11:00 A 11:59;SUCUMBÍOS;LAGO AGRIO;RURAL;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;1;1;2
2021;ENERO;VIERNES;11:00 A 11:59;LOJA;LOJA;URBANA;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA;0;1;1
2021;ENERO;VIERNES;11:00 A 11:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;11:00 A 11:59;GUAYAS;GUAYAQUIL;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;12:00 A 12:59;LOS RÍOS;URDANETA;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;12:00 A 12:59;PICHINCHA;QUITO;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;1;1;2
2021;ENERO;VIERNES;12:00 A 12:59;MANABÍ;ROCAFUERTE;RURAL;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;3;3
2021;ENERO;VIERNES;12:00 A 12:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;6;6
2021;ENERO;VIERNES;12:00 A 12:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;13:00 A 13:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;1;1
2021;ENERO;VIERNES;13:00 A 13:59;GUAYAS;GUAYAQUIL;URBANA;CHOQUES;EMBRIAGUEZ O DROGA;0;1;1
2021;ENERO;VIERNES;13:00 A 13:59;AZUAY;CUENCA;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;13:00 A 13:59;GUAYAS;DAULE;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;13:00 A 13:59;LOS RÍOS;MONTALVO;RURAL;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;14:00 A 14:59;PICHINCHA;QUITO;URBANA;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL;0;0;0
2021;ENERO;VIERNES;14:00 A 14:59;LOS RÍOS;BABAHOYO;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;14:00 A 14:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;15:00 A 15:59;GUAYAS;GUAYAQUIL;RURAL;OTROS;OTRAS CAUSAS;0;0;0
2021;ENERO;VIERNES;15:00 A 15:59;GUAYAS;GUAYAQUIL;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;0;0
2021;ENERO;VIERNES;15:00 A 15:59;PICHINCHA;QUITO;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;1;1
2021;ENERO;VIERNES;15:00 A 15:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;2;2
2021;ENERO;VIERNES;15:00 A 15:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA;0;0;0
2021;ENERO;VIERNES;16:00 A 16:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;1;1
2021;ENERO;VIERNES;16:00 A 16:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;ROZAMIENTOS;EXCESO VELOCIDAD;0;2;2
2021;ENERO;VIERNES;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;1;1
2021;ENERO;VIERNES;16:00 A 16:59;GUAYAS;SAMBORONDON;RURAL;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;16:00 A 16:59;MANABÍ;PORTOVIEJO;URBANA;CHOQUES;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;16:00 A 16:59;LOJA;LOJA;RURAL;CHOQUES;EMBRIAGUEZ O DROGA;0;1;1
2021;ENERO;VIERNES;16:00 A 16:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;1;0;1
2021;ENERO;VIERNES;16:00 A 16:59;AZUAY;CAMILO PONCE ENRIQUEZ;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;3;3
2021;ENERO;VIERNES;17:00 A 17:59;GUAYAS;GUAYAQUIL;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;2;2
2021;ENERO;VIERNES;17:00 A 17:59;GUAYAS;SALITRE;RURAL;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;0;1;1
2021;ENERO;VIERNES;17:00 A 17:59;GUAYAS;SANTA LUCIA;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;2;2
2021;ENERO;VIERNES;17:00 A 17:59;LOS RÍOS;QUEVEDO;URBANA;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;17:00 A 17:59;LOS RÍOS;VENTANAS;RURAL;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;0;1;1
2021;ENERO;VIERNES;17:00 A 17:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA;0;1;1
2021;ENERO;VIERNES;17:00 A 17:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;0;0
2021;ENERO;VIERNES;18:00 A 18:59;EL ORO;PASAJE;RURAL;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;18:00 A 18:59;MANABÍ;PAJAN;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;18:00 A 18:59;TUNGURAHUA;TISALEO;RURAL;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;2;2
2021;ENERO;VIERNES;19:00 A 19:59;PICHINCHA;QUITO;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;19:00 A 19:59;GUAYAS;GUAYAQUIL;URBANA;ATROPELLOS;EXCESO VELOCIDAD;1;0;1
2021;ENERO;VIERNES;19:00 A 19:59;GUAYAS;MILAGRO;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;4;4
2021;ENERO;VIERNES;19:00 A 19:59;GUAYAS;NARANJAL;URBANA;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;0;1;1
2021;ENERO;VIERNES;19:00 A 19:59;LOS RÍOS;BABAHOYO;RURAL;CHOQUES;MAL ESTADO DE LA VÍA;0;0;0
2021;ENERO;VIERNES;19:00 A 19:59;LOS RÍOS;QUEVEDO;URBANA;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;19:00 A 19:59;PICHINCHA;QUITO;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;1;1
2021;ENERO;VIERNES;20:00 A 20:59;TUNGURAHUA;AMBATO;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;VIERNES;20:00 A 20:59;GUAYAS;ALFREDO BAQUERIZO MORENO;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;2;0;2
2021;ENERO;VIERNES;20:00 A 20:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;2;2
2021;ENERO;VIERNES;20:00 A 20:59;IMBABURA;ANTONIO ANTE;RURAL;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;2;2
2021;ENERO;VIERNES;20:00 A 20:59;CHIMBORAZO;GUANO;RURAL;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;VIERNES;20:00 A 20:59;AZUAY;CUENCA;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;1;0;1
2021;ENERO;VIERNES;20:00 A 20:59;MANABÍ;CHONE;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;2;2
2021;ENERO;VIERNES;21:00 A 21:59;COTOPAXI;LATACUNGA;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;1;0;1
2021;ENERO;VIERNES;21:00 A 21:59;GUAYAS;NARANJAL;RURAL;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;4;4
2021;ENERO;VIERNES;21:00 A 21:59;GUAYAS;MILAGRO;RURAL;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN;0;1;1
2021;ENERO;VIERNES;21:00 A 21:59;TUNGURAHUA;AMBATO;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;1;0;1
2021;ENERO;VIERNES;21:00 A 21:59;AZUAY;CUENCA;URBANA;CHOQUES;EMBRIAGUEZ O DROGA;0;4;4
2021;ENERO;VIERNES;21:00 A 21:59;MANABÍ;PORTOVIEJO;URBANA;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA;0;0;0
2021;ENERO;VIERNES;21:00 A 21:59;EL ORO;SANTA ROSA;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;22:00 A 22:59;GUAYAS;GUAYAQUIL;URBANA;ATROPELLOS;EXCESO VELOCIDAD;0;1;1
2021;ENERO;VIERNES;22:00 A 22:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA;0;1;1
2021;ENERO;VIERNES;22:00 A 22:59;PICHINCHA;QUITO;URBANA;ESTRELLAMIENTOS;DAÑOS MECÁNICOS;0;0;0
2021;ENERO;VIERNES;22:00 A 22:59;EL ORO;PASAJE;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;VIERNES;22:00 A 22:59;ESMERALDAS;ESMERALDAS;URBANA;OTROS;DAÑOS MECÁNICOS;0;0;0
2021;ENERO;VIERNES;23:00 A 23:59;ESMERALDAS;ESMERALDAS;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;2;2
2021;ENERO;SÁBADO;02:00 A 02:59;GUAYAS;EL EMPALME;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;2;2
2021;ENERO;SÁBADO;03:00 A 03:59;GUAYAS;GUAYAQUIL;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;SÁBADO;04:00 A 04:59;PICHINCHA;QUITO;URBANA;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS;0;0;0
2021;ENERO;SÁBADO;05:00 A 05:59;LOS RÍOS;QUEVEDO;RURAL;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;SÁBADO;08:00 A 08:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;SÁBADO;09:00 A 09:59;PICHINCHA;QUITO;RURAL;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS;0;0;0
2021;ENERO;SÁBADO;10:00 A 10:59;GUAYAS;GUAYAQUIL;URBANA;ESTRELLAMIENTOS;EXCESO VELOCIDAD;0;0;0
2021;ENERO;SÁBADO;11:00 A 11:59;CAÑAR;AZOGUES;RURAL;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;SÁBADO;11:00 A 11:59;IMBABURA;IBARRA;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;SÁBADO;12:00 A 12:59;PICHINCHA;QUITO;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;1;1
2021;ENERO;SÁBADO;12:00 A 12:59;PICHINCHA;QUITO;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;SÁBADO;12:00 A 12:59;LOS RÍOS;BABAHOYO;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;0;0
2021;ENERO;SÁBADO;12:00 A 12:59;GUAYAS;GUAYAQUIL;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;0;0
2021;ENERO;SÁBADO;13:00 A 13:59;PICHINCHA;QUITO;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;SÁBADO;13:00 A 13:59;ORELLANA;ORELLANA;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;SÁBADO;14:00 A 14:59;GUAYAS;SALITRE;URBANA;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;2;2
2021;ENERO;SÁBADO;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;VOLCAMIENTOS;EXCESO VELOCIDAD;0;1;1
2021;ENERO;SÁBADO;14:00 A 14:59;GUAYAS;DURAN;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;1;0;1
2021;ENERO;SÁBADO;17:00 A 17:59;MORONA SANTIAGO;MORONA;RURAL;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;SÁBADO;18:00 A 18:59;GUAYAS;GUAYAQUIL;RURAL;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;8;8
2021;ENERO;SÁBADO;19:00 A 19:59;GUAYAS;GUAYAQUIL;URBANA;ATROPELLOS;EXCESO VELOCIDAD;0;1;1
2021;ENERO;SÁBADO;19:00 A 19:59;GUAYAS;NARANJAL;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;SÁBADO;19:00 A 19:59;PICHINCHA;QUITO;RURAL;CHOQUES;EMBRIAGUEZ O DROGA;0;0;0
2021;ENERO;SÁBADO;19:00 A 19:59;EL ORO;MACHALA;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;0;0
2021;ENERO;SÁBADO;19:00 A 19:59;IMBABURA;IBARRA;URBANA;ATROPELLOS;EXCESO VELOCIDAD;0;1;1
2021;ENERO;SÁBADO;20:00 A 20:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;1;1
2021;ENERO;SÁBADO;20:00 A 20:59;TUNGURAHUA;AMBATO;RURAL;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;1;1
2021;ENERO;SÁBADO;21:00 A 21:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;1;0;1
2021;ENERO;SÁBADO;21:00 A 21:59;LOS RÍOS;MOCACHE;RURAL;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;SÁBADO;22:00 A 22:59;AZUAY;CUENCA;RURAL;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
2021;ENERO;SÁBADO;22:00 A 22:59;MANABÍ;PEDERNALES;URBANA;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO;0;2;2
2021;ENERO;DOMINGO;00:00 A 00:59;GUAYAS;GUAYAQUIL;URBANA;PÉRDIDA DE PISTA;EXCESO VELOCIDAD;0;3;3
2021;ENERO;DOMINGO;00:00 A 00:59;GUAYAS;SAMBORONDON;RURAL;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR;0;0;0
